year,Tm,Total,Home,Away,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
2013,Chicago Bears,1057075,498864,558211,62213,62181,61575,64552,62361,62374,83147,0,78122,62431,62367,66024,64134,62229,71513,69144,62708
2013,Cincinnati Bengals,1001806,506377,495429,62213,64585,64633,71481,64259,67739,63207,62576,52388,70992,63856,0,61536,62507,45873,61555,62406
2013,Cleveland Browns,1122750,569939,552811,71513,71098,63672,71481,71239,71513,77804,74307,71513,0,63856,71513,69654,68756,71513,76957,56361
2013,Dallas Cowboys,1279578,704345,575233,85348,76952,80848,68601,92758,90239,69144,64379,85360,73018,0,80499,87572,62229,91054,80411,91166
2013,Denver Broncos,1194145,614977,579168,76977,81285,76978,77002,92758,76862,67196,77031,0,68847,77076,68756,77065,76554,76497,71761,51500
2013,Detroit Lions,1053841,510369,543472,62461,60034,80111,64552,78200,71513,63207,64379,0,62431,57905,62098,64934,69144,64742,63996,64134
2013,Green Bay Packers,1191205,623577,567628,69732,78020,64633,0,78200,71319,77804,64134,78122,78011,79114,77871,64934,77550,91054,77999,62708
2013,Houston Texans,1103683,573271,530412,59522,71718,71168,71756,69732,71104,74118,0,71778,60845,71726,71659,71769,60414,65470,71761,69143
2013,Indianapolis Colts,1054693,527606,527087,65412,65406,69732,59695,66608,57954,67196,0,71778,66004,69143,60882,65502,62507,65470,75396,66008
2013,Jacksonville Jaguars,1028219,503140,525079,59416,49400,68087,59695,54266,76862,59550,83559,0,69143,59862,71659,69654,60414,60085,60559,66008
2013,Kansas City Chiefs,1118007,602877,515130,59416,76952,69144,73386,69143,76394,74118,74307,68159,0,77076,75259,77065,56247,49571,75396,66374
2013,Miami Dolphins,1041545,514553,526992,71513,65406,70660,73118,68342,0,60592,68756,52388,64448,60256,60156,76957,52489,71863,54305,70296
2013,Minnesota Vikings,1099551,531653,567898,62461,62181,63672,83518,0,63963,79314,64134,85360,64011,68235,77871,64134,70921,64087,61555,64134
2013,New England Patriots,1120817,550048,570769,69519,68756,68756,70744,64259,68756,76957,68756,68756,0,74225,68756,71769,68756,71863,71433,68756
2013,New Orleans Saints,1123230,583210,540020,72348,60870,73057,73118,62361,68756,0,72405,76957,73018,73025,70422,68387,73089,58442,73825,73150
2013,New York Giants,1209532,641184,568348,85348,81285,73748,73386,80738,62374,79314,69144,0,80366,79114,80499,75220,65132,79691,63996,80177
2013,New York Jets,1169108,615656,553452,76957,68756,76957,69143,70246,76957,76957,62576,76957,0,68036,71148,76957,76957,73251,76957,70296
2013,Oakland Raiders,1004636,403556,601080,65412,49400,76978,53549,48834,76394,0,52950,51751,80366,71726,46001,87572,76957,49571,65675,51500
2013,Philadelphia Eagles,1141155,553152,588003,82743,69144,69144,77002,80738,62505,69144,69144,51751,78011,69144,0,69144,69144,64087,69144,91166
2013,Pittsburgh Steelers,1025772,458489,567283,61585,64585,61575,83518,0,76957,62295,52950,68756,60406,57905,71513,71005,52489,45873,77999,56361
2013,San Diego Chargers,1052439,513641,538798,59522,69144,69143,68601,48834,57954,59550,0,80115,68847,60256,75259,61536,65132,76497,65675,66374
2013,San Francisco 49ers,1116046,557856,558190,69732,68338,69732,56640,69732,69732,69143,83559,0,69732,73025,79773,69732,69732,64142,69732,63570
2013,Seattle Seahawks,1094133,545577,548556,73294,68338,68087,71756,66608,68127,61200,55966,67873,70309,68235,0,68387,69732,79691,68266,68264
2013,St. Louis Rams,1014994,455657,559337,55279,70056,80848,56640,54266,71104,72686,55966,54617,66004,0,66024,69732,60643,58442,54423,68264
2013,Tampa Bay Buccaneers,1016122,470548,545574,76957,60870,68756,44956,0,62505,69522,59073,67873,64448,55360,62098,72795,59194,64142,54423,73150
2013,Tennessee Titans,1057807,553144,504663,61585,71718,69143,69143,69143,68127,69143,0,54617,69143,69143,46001,65502,76554,69143,60559,69143
2013,Washington Redskins,1200007,617767,582240,82743,78020,80111,53549,0,90239,83147,77031,80115,64011,69144,79773,75220,56247,70069,80411,80177
2012,Arizona Cardinals,1028241,487125,541116,60032,68756,60436,60183,54653,60385,61068,62810,70504,0,69630,60062,79088,67685,60483,62734,69732
2012,Atlanta Falcons,1102398,560773,541625,71180,70427,61297,69594,75337,69383,0,69144,70840,73126,69630,54400,70514,73292,70741,63849,69644
2012,Baltimore Ravens,1109404,570229,539175,71064,69144,71269,70944,68803,71384,71708,0,65449,71339,63446,57882,71442,81178,71317,71470,61565
2012,Buffalo Bills,1033263,495423,537840,79088,69402,69353,70684,69732,60385,68836,0,71698,68756,69118,64366,53971,68109,40770,54462,54533
2012,Carolina Panthers,1108455,586347,522108,51533,72879,73951,69594,72676,0,73981,62254,79767,73939,72603,69144,62860,73292,53832,73026,73124
2012,Chicago Bears,1056462,498633,557829,62341,70543,62224,90080,67012,0,62300,62254,69143,62410,69732,62306,62264,64134,62534,62734,64451
2012,Cincinnati Bengals,1021414,489504,531910,71064,63036,80060,63030,61162,67060,63411,0,63623,56614,63336,56503,54980,63590,69144,63236,61565
2012,Cleveland Browns,1065268,533058,532210,68693,63036,69353,70944,79911,67060,64560,65337,65449,0,81936,69661,43641,62422,65083,76351,51831
2012,Dallas Cowboys,1290328,708249,582079,82287,68008,81984,90080,0,71384,73981,94067,70840,69144,81936,90166,81851,63590,95595,92570,82845
2012,Denver Broncos,1157779,613062,544717,76823,70427,76566,76787,68756,68604,0,76832,63623,73939,76769,74244,76432,53807,71317,76351,76502
2012,Detroit Lions,1038451,510158,528293,62315,69732,69143,63616,0,69144,62300,63497,63050,64059,63716,64827,63887,70382,60483,63849,64451
2012,Green Bay Packers,1106110,564062,542048,70523,70543,68218,70571,67020,71702,64359,70464,70504,0,63716,80365,70567,70382,62534,70508,64134
2012,Houston Texans,1123975,573321,550654,71566,62907,76566,71581,79088,71702,71708,0,71698,62410,71676,64827,69143,68756,71702,71688,66957
2012,Indianapolis Colts,1062645,521518,541127,62341,63912,63536,0,67020,79088,64560,69143,66479,63272,68756,64366,63887,64688,71702,62938,66957
2012,Jacksonville Jaguars,1010570,519872,490698,56607,62907,63536,63030,67012,0,51634,70464,63050,63272,71676,63323,53971,67027,53667,70251,69143
2012,Kansas City Chiefs,1040043,548070,491973,71180,69402,72226,69979,68803,46500,0,74730,55831,57644,63336,74244,62860,62422,51446,62938,76502
2012,Miami Dolphins,1005117,459033,546084,71566,54245,60102,60183,61162,52983,0,79088,66479,60165,69118,51295,72114,69732,53667,54462,68756
2012,Minnesota Vikings,1019702,485802,533900,56607,63912,57288,63616,57652,78476,61068,60860,67584,64059,0,62306,70567,64134,55751,71688,64134
2012,New England Patriots,1134734,550044,584690,69143,68756,71269,70684,68756,68137,68752,84004,0,68756,68756,79088,72114,68756,68756,70251,68756
2012,New Orleans Saints,1163696,583107,580589,72180,72879,72226,70571,73109,0,58906,76832,73099,73126,56880,73147,70514,81437,73096,92570,73124
2012,New York Giants,1229929,643964,585965,82287,76964,73951,69144,79911,69732,81352,94067,80991,56614,0,80365,80246,81437,70741,71470,80657
2012,New York Jets,1142324,632704,509620,79088,64511,60102,79088,79088,79088,68752,79088,0,67841,57711,79088,79088,67027,69143,79088,54533
2012,Oakland Raiders,976231,433732,542499,61896,54245,62373,76787,0,69383,51634,74730,52055,71339,56880,56503,43641,53807,51446,73026,66486
2012,Philadelphia Eagles,1126893,553152,573741,68693,69144,60436,69144,64737,69144,0,69144,73099,69144,79327,69144,81851,64941,69144,69144,80657
2012,Pittsburgh Steelers,1078574,489135,589439,76823,64511,62373,0,64737,69143,63411,62371,80991,57644,63446,69661,71442,61359,95595,63236,51831
2012,San Diego Chargers,1022066,479716,542350,61896,60804,61297,69979,73109,68604,0,65337,55831,54813,76769,57882,54980,61359,53832,79088,66486
2012,San Francisco 49ers,1094908,557856,537052,70523,69732,57288,79088,69732,69732,69732,62810,0,69732,69732,73147,57279,69732,68756,68161,69732
2012,Seattle Seahawks,1017029,543570,473459,60032,68008,68218,53193,72676,68137,69732,63497,67584,67841,0,51295,62264,67685,40770,68161,67936
2012,St. Louis Rams,975825,480929,494896,62315,53979,62224,53193,54653,52983,64359,84004,0,69732,57711,60062,57279,68109,55751,51535,67936
2012,Tampa Bay Buccaneers,1004457,440819,563638,51533,76964,81984,58191,0,46500,58906,60860,52055,54813,72603,54400,76432,64941,73096,51535,69644
2012,Tennessee Titans,1070701,553144,517557,69143,60804,69143,71581,57652,69143,68836,69143,69143,60165,0,63323,69143,64688,69143,70508,69143
2012,Washington Redskins,1189702,637236,552466,72180,53979,80060,58191,75337,78476,81352,62371,79767,0,79327,90166,80246,81178,65083,69144,82845
2011,Arizona Cardinals,1001663,489455,512208,60627,76330,66199,60496,62479,0,62475,71022,60628,69144,69732,56029,62180,60808,60443,41273,61798
2011,Atlanta Falcons,1073420,551892,521528,62115,69608,46995,66266,69576,69047,63625,0,65218,70359,68164,68115,71545,72680,68856,73084,68167
2011,Baltimore Ravens,1083902,569792,514110,71434,69143,56289,71247,0,71154,62976,71022,64851,66522,71320,71345,63648,71187,67242,71083,63439
2011,Buffalo Bills,1032609,490443,542166,68755,68191,68174,41142,69803,79243,0,51579,70133,85157,57531,79088,56463,62494,60988,45112,68756
2011,Carolina Panthers,1098587,578342,520245,60627,73167,71704,62135,72679,69047,73245,72095,0,72409,63633,63928,56270,72680,71540,70363,73065
2011,Chicago Bears,1053343,497166,556177,62115,73019,62339,62135,67861,62322,76981,0,69144,62396,62344,59244,61973,76487,61542,70574,62867
2011,Cincinnati Bengals,923005,394009,528996,67321,73281,43363,41142,61799,52068,0,66004,69143,63262,71320,48260,63697,41202,56431,41273,63439
2011,Cleveland Browns,1030992,526874,504118,67321,65035,66651,66240,0,57300,66350,69732,71511,64900,63498,48260,63648,60754,60443,71083,68266
2011,Dallas Cowboys,1258971,684096,574875,78702,69732,91017,78122,0,68756,80086,69144,81510,85157,80122,87418,62180,95952,65162,84834,81077
2011,Denver Broncos,1109610,602618,506992,75671,73281,69143,70529,74895,0,63800,74977,58125,72908,74746,64436,62939,76487,76556,45112,76005
2011,Detroit Lions,1041580,509940,531640,51274,60040,62466,78122,67861,62061,63625,74977,0,62396,63633,66263,73042,63988,59069,62469,70294
2011,Green Bay Packers,1123023,564097,558926,70555,73167,62339,70529,69576,70604,63946,0,68908,70519,70498,66263,80634,70524,74093,70574,70294
2011,Houston Texans,1059702,571969,487733,71444,51032,73002,71585,71420,71154,69143,71412,71511,56037,0,62004,71545,41202,71540,64159,71512
2011,Indianapolis Colts,1050690,518627,532063,71444,65035,66309,63972,65088,52068,73012,69143,65218,64619,0,63928,68756,71187,64271,64159,62481
2011,Jacksonville Jaguars,1049655,498655,551000,61619,78834,71704,62471,61799,62934,62976,71412,0,64619,63498,62004,62743,62562,68856,69143,62481
2011,Kansas City Chiefs,1107206,576659,530547,68755,60040,62236,72931,65088,0,57361,72733,72263,72908,68756,72173,61973,79088,74093,70803,76005
2011,Miami Dolphins,1064381,487089,577292,66860,51032,66651,63002,0,78912,63800,79302,72263,57007,57531,87418,57225,67823,60988,68756,65811
2011,Minnesota Vikings,1047585,502529,545056,66716,62461,62466,72931,62479,62322,63946,72095,0,70519,62748,68115,62939,63988,62623,68370,62867
2011,New England Patriots,1114691,550048,564643,66860,68756,68174,62572,68756,68756,0,64424,68756,79088,68756,69144,68756,77825,76556,68756,68756
2011,New Orleans Saints,1105934,584335,521599,70555,73019,73002,62471,72679,56590,73012,57179,73043,70359,0,73068,73042,69143,62623,73084,73065
2011,New York Giants,1232157,635800,596357,80121,78290,69144,60496,78650,79243,0,79302,68756,69732,79743,73068,80634,95952,78861,79088,81077
2011,New York Jets,1187392,631888,555504,78702,78834,61546,71247,68756,78912,79088,0,70133,79088,74746,79088,74121,79088,69144,79088,65811
2011,Oakland Raiders,1018629,473938,544691,75671,68191,61546,62572,71420,57300,57361,0,58125,68109,62748,59244,57225,70524,59069,70803,58721
2011,Philadelphia Eagles,1129171,553152,576019,56722,69608,69144,69144,69803,80447,0,69144,69144,69144,79743,69144,67039,67823,69144,84834,69144
2011,Pittsburgh Steelers,1049515,504279,545236,71434,63663,66309,71585,63875,62934,62475,64424,64851,63262,0,72173,63697,60754,69732,60081,68266
2011,San Diego Chargers,1064892,523143,541749,66716,68756,62236,63002,74895,0,79088,72733,68908,68109,62344,64436,62743,62494,67242,62469,58721
2011,San Francisco 49ers,1065296,557856,507440,69732,69732,43363,69144,69732,62061,0,69732,78032,69732,69732,71345,69732,60808,69732,66697,55990
2011,Seattle Seahawks,1070956,531311,539645,69732,63663,66199,66266,78650,0,66350,66004,81510,66522,56400,66007,67039,66577,61542,66697,61798
2011,St. Louis Rams,1002051,451153,550898,56722,78290,56289,56113,0,70604,80086,57179,60628,64900,56400,56029,69732,66577,56431,60081,55990
2011,Tampa Bay Buccaneers,1019250,473281,545969,51274,62461,46995,63972,69732,56590,76981,0,73043,56037,70498,69143,56270,62562,65162,70363,68167
2011,Tennessee Titans,1077697,553144,524553,61619,69143,69143,66240,63875,0,69143,69143,69143,72409,68164,69143,56463,69143,64271,69143,71512
2011,Washington Redskins,1158341,615368,542973,80121,76330,91017,56113,0,80447,73245,51579,78032,57007,80122,66007,74121,77825,78861,68370,69144
2010,Arizona Cardinals,1022730,502197,520533,52440,66824,62439,62189,62621,0,67132,61857,64120,61904,66247,62308,61874,62223,71849,66971,69732
2010,Atlanta Falcons,1056190,542800,513390,63609,66824,70051,66874,65290,69144,67665,0,67266,68474,53005,68204,53955,71235,67101,70144,67349
2010,Baltimore Ravens,1123436,569817,553619,78127,64071,71119,64729,71246,68756,71220,0,71305,68474,73021,70989,71418,71413,71432,65028,71088
2010,Buffalo Bills,1034650,493112,541538,69295,70741,68756,69262,58304,0,71220,66625,50746,56721,55654,69642,64012,50861,65511,68281,79019
2010,Carolina Panthers,1084908,580965,503943,77245,72577,72887,70016,73464,0,72741,52281,73191,44264,73021,64463,66577,71235,71849,61748,67349
2010,Chicago Bears,1022863,497561,525302,62080,85168,62179,77716,73464,62137,62155,0,50746,62206,68752,62147,58119,62347,40504,62310,70833
2010,Cincinnati Bengals,1033852,482917,550935,68756,64071,72887,66731,63888,0,67665,63179,65626,67404,55654,78903,59963,57501,56342,54194,71088
2010,Cleveland Browns,1017907,528933,488974,47211,65377,71119,66731,65290,65168,70077,0,66292,67449,62254,64463,65942,50861,56342,65028,68303
2010,Dallas Cowboys,1277973,696377,581596,90670,85168,71456,0,90616,64120,91375,81395,70913,80851,81261,93985,67471,85673,86904,66971,69144
2010,Denver Broncos,1129448,599264,530184,63636,75130,76401,69143,71246,75982,75835,83941,0,75334,68482,72736,67267,62223,44246,73691,74155
2010,Detroit Lions,977218,450286,526932,62080,56688,63377,70729,55714,78341,0,46329,57799,56721,81261,60965,58119,57659,47692,66731,57013
2010,Green Bay Packers,1122668,566362,556306,69144,70741,62179,70729,87760,70815,71107,78484,70913,0,64120,68204,70575,57659,68756,70649,70833
2010,Houston Texans,1108625,568643,539982,70974,88240,71456,32218,71110,70926,0,66363,70886,62340,78843,70855,69144,71413,69143,73691,71023
2010,Indianapolis Colts,1093781,535802,557979,70974,67275,76401,63111,66869,87883,0,66363,69144,67404,68756,66085,67471,69143,67147,52567,67188
2010,Jacksonville Jaguars,1061603,504262,557341,63636,62691,63256,63111,58304,63625,69105,81395,0,62340,62254,78533,69143,62570,67147,63470,71023
2010,Kansas City Chiefs,1069780,541380,528400,71297,65377,68188,0,66869,70926,69105,66625,61075,75334,66247,66370,67267,66780,55669,65606,67045
2010,Miami Dolphins,1077049,541959,535090,69295,63846,70481,69090,0,70815,69867,63179,71305,65585,68752,48946,65942,78948,65511,66731,68756
2010,Minnesota Vikings,1029797,470009,559788,70051,63846,63377,0,77909,64120,71107,68756,64120,62206,64120,83602,64012,45910,40504,69144,57013
2010,New England Patriots,1088753,550048,538705,68756,78535,68756,69090,0,68756,68836,68756,66292,64359,68756,60965,68756,62347,68756,68281,68756
2010,New Orleans Saints,1113131,560304,552827,70051,69732,70051,70016,62621,51759,70077,70011,73191,0,70015,93985,59963,70015,71432,70144,70068
2010,New York Giants,1190095,631156,558939,77245,67275,78386,77716,71110,78341,91375,0,67287,80851,69144,78533,78861,45910,81223,70649,76189
2010,New York Jets,1163375,628768,534607,78127,78535,70481,69262,77909,75982,0,78484,57799,67449,78843,78903,68756,78948,62568,62310,79019
2010,Oakland Raiders,911382,371448,539934,69143,48396,62439,32218,48279,69732,75835,35721,61075,0,64987,48946,68183,62570,44246,52567,67045
2010,Philadelphia Eagles,1125926,553152,572774,69144,56688,63256,69144,69732,69144,69143,0,69144,84912,69144,62147,69144,85673,81223,69144,69144
2010,Pittsburgh Steelers,1049715,504669,545046,63609,69143,61036,64729,0,65168,69867,70011,65626,64359,64987,69642,71418,57501,62568,61748,68303
2010,San Diego Chargers,1028715,524241,504474,71297,62691,67106,62189,48279,52472,68836,59260,70886,0,68482,66085,68183,66780,67820,54194,74155
2010,San Francisco 49ers,1100435,572065,528370,67044,69732,68188,66874,69732,69732,72741,83941,0,69732,69732,62308,70575,69732,67820,52820,69732
2010,Seattle Seahawks,1009483,535942,473541,67044,75130,67106,52326,0,62137,67132,35721,67287,61904,70015,66370,66577,69732,67101,46576,67325
2010,St. Louis Rams,911195,423383,487812,52440,48396,52370,52326,55714,52472,42020,52281,0,69732,53005,72736,61874,70015,55669,52820,67325
2010,Tampa Bay Buccaneers,937014,394513,542501,47211,72577,61036,0,63888,51759,42020,61857,67266,44264,69732,70989,53955,66124,47692,46576,70068
2010,Tennessee Titans,1114265,553144,561121,69143,69143,78386,69143,90616,63625,69143,59260,0,65585,69143,70855,69143,69143,69143,65606,67188
2010,Washington Redskins,1193756,665380,528376,90670,88240,52370,69144,87760,87883,62155,46329,0,84912,69143,83602,78861,66124,86904,63470,76189
2009,Arizona Cardinals,999150,505143,494007,61981,46520,62692,0,61819,67588,78299,62031,62309,62278,59839,69143,64121,69732,40577,62624,67597
2009,Atlanta Falcons,1126660,545389,581271,67606,67313,68756,0,69732,68082,81521,70088,67982,73239,78491,67029,69560,68930,76866,68887,62578
2009,Baltimore Ravens,1074077,568660,505417,71099,66882,70950,68756,71161,63689,0,71132,64313,69023,71320,71314,70286,70673,71011,64068,38400
2009,Buffalo Bills,1080744,542465,538279,68756,70318,70261,65523,70526,76048,73497,69790,0,69143,47757,70155,51567,68668,70000,68887,69848
2009,Carolina Panthers,1162625,586314,576311,73599,67313,90588,0,73487,62422,73497,62031,70011,73239,73475,76381,72455,68756,73515,78809,73047
2009,Chicago Bears,1031114,498000,533114,70920,62231,67938,62192,0,68082,64900,62262,62309,69732,62421,63854,61892,62214,71011,62479,56677
2009,Cincinnati Bengals,1035068,512032,523036,62831,70678,64538,69844,71161,64019,64900,0,64313,65392,34112,64553,62545,63854,68889,64333,79106
2009,Cleveland Browns,1054215,551110,503105,70560,73931,70950,69844,70526,64398,69797,62262,0,69023,43170,64553,67978,69009,53315,67964,66935
2009,Dallas Cowboys,1307231,718055,589176,63806,105121,90588,76440,71214,0,81521,80886,69144,70894,85277,83489,79244,90552,70213,88221,100621
2009,Denver Broncos,1139659,600928,538731,62831,73931,45602,76440,76011,68615,0,71132,76716,85247,74707,74896,68912,67248,74502,69144,73725
2009,Detroit Lions,931681,395162,536519,69719,56269,40896,62192,59333,70801,0,40857,67003,63854,43170,57383,62545,70673,40577,69732,56677
2009,Green Bay Packers,1067183,565666,501517,70920,70678,60234,63846,0,70801,69797,71213,62994,70894,70445,57383,70286,62214,57452,70429,67597
2009,Houston Texans,1049850,564864,484986,70118,69143,70083,70291,61819,64019,70820,69790,66033,0,71153,70990,42079,70380,46256,65847,71029
2009,Indianapolis Colts,1066479,532398,534081,65757,66227,62692,66112,69143,0,60108,66229,66033,67476,71320,70990,66321,67248,63753,67222,69848
2009,Jacksonville Jaguars,951161,397214,553947,65757,46520,70083,49014,67228,42088,0,69143,45546,76313,47757,69732,42079,60457,63753,68756,66935
2009,Kansas City Chiefs,1049533,540114,509419,71099,69169,69144,69238,71214,79572,69337,0,45546,40720,70261,65280,68912,68668,53315,64333,73725
2009,Miami Dolphins,1094695,540342,554353,67606,66227,67230,65523,69767,0,66689,77531,68756,66085,73475,70155,70102,60457,69143,65847,70102
2009,Minnesota Vikings,1034123,510203,523920,70560,56269,63398,63846,60166,63689,65597,71213,0,63854,63854,63854,64121,63854,73515,62479,63854
2009,New England Patriots,1138000,550048,587952,68756,78312,68756,68756,76011,68756,84254,0,68756,67476,68756,70768,70102,68756,70000,68756,71029
2009,New Orleans Saints,1116009,560840,555169,69719,69144,70261,70009,0,70011,66689,70088,70011,59858,62720,70768,84520,68930,70213,70021,73047
2009,New York Giants,1223927,629615,594312,78206,105121,63689,69238,79012,70011,78299,69144,78774,0,78491,74896,79244,78780,78359,78809,63854
2009,New York Jets,1115944,616420,499524,70118,78312,75863,70009,69767,76048,39354,77531,0,76313,68756,76381,51567,62731,76866,67222,79106
2009,Oakland Raiders,927539,354276,573263,61940,69169,45602,70291,79012,49642,39354,67016,0,40720,34112,83489,61820,44506,74502,67964,38400
2009,Philadelphia Eagles,1144895,553152,591743,73599,69144,69144,0,69144,49642,88241,69144,69144,68879,62421,69144,69560,78780,69144,69144,100621
2009,Pittsburgh Steelers,1051386,507882,543504,65110,62231,64538,64045,59333,64398,65597,0,76716,65392,70261,71314,61820,69009,57452,64068,70102
2009,San Diego Chargers,1116821,540345,576476,61940,66882,67230,64045,0,68615,69337,67016,78774,68879,74707,65280,67978,90552,68889,69143,67554
2009,San Francisco 49ers,1075599,557856,517743,61981,69732,63398,69732,69732,0,70820,66229,69732,69732,70445,69732,67761,69732,69144,69732,47965
2009,Seattle Seahawks,1070287,539141,531146,67610,69732,67938,66112,67228,67588,0,80886,67003,62278,63854,47475,67761,70380,67011,70429,67002
2009,St. Louis Rams,943627,441901,501726,67610,87780,60234,69732,60166,42088,60108,40857,0,59858,59839,47475,61892,69143,46256,62624,47965
2009,Tampa Bay Buccaneers,1093669,525194,568475,63806,70318,63689,86412,69144,62422,84254,0,62994,66085,62720,67029,72455,62731,67011,70021,62578
2009,Tennessee Titans,1086095,553144,532951,65110,69143,75863,49014,69143,68756,0,69143,69732,69143,71153,69143,66321,69143,69143,69143,67002
2009,Washington Redskins,1205404,678352,527052,78206,87780,40896,86412,73487,79572,88241,0,67982,85247,85277,69144,84520,44506,78359,88221,67554
2008,Arizona Cardinals,1087072,512775,574297,67186,63445,90060,78222,63830,64389,0,72010,61303,64519,67616,64541,69144,63720,64457,68756,63874
2008,Atlanta Falcons,1040162,502813,537349,62310,63611,62434,72688,70610,64096,0,69144,61196,64826,54644,64841,67200,70011,65045,62889,64617
2008,Baltimore Ravens,1115465,570152,545313,70978,0,71104,64038,71131,66153,64972,71254,73078,70552,78849,71379,63871,71438,71502,63800,71366
2008,Buffalo Bills,1102421,551969,550452,71194,65167,71297,61017,63830,0,71602,65011,71827,68756,71645,73584,70988,52134,78548,74539,71282
2008,Carolina Panthers,1111316,585684,525632,67115,73828,62628,72688,72319,64211,73687,72010,0,47888,73349,64841,70297,74113,73690,78653,69999
2008,Chicago Bears,1028406,496276,532130,66822,73828,62051,62099,59790,64096,62235,0,62188,62124,71040,61994,63722,61736,61692,62151,70838
2008,Cincinnati Bengals,1076462,516663,559799,70978,64540,79276,65541,62655,78161,65860,70112,64238,0,64633,59854,63871,66402,63996,72361,63984
2008,Cleveland Browns,1147622,582230,565392,73012,73048,71104,65541,0,73102,90487,64775,73078,73141,71645,72077,72411,69143,69144,72361,63553
2008,Dallas Cowboys,1076887,506944,569943,73012,63472,71113,63462,62655,64389,62035,63254,78826,0,90830,63272,63253,60594,63776,63800,69144
2008,Denver Broncos,1159630,604074,555556,62762,75915,75713,74623,75480,75674,68756,0,75499,73141,54644,76067,78809,75187,73690,74539,69131
2008,Detroit Lions,970445,435979,534466,62310,60285,67249,0,59790,62867,70081,54312,62188,52631,73349,49096,60112,50444,66281,49309,70141
2008,Green Bay Packers,1089433,565460,523973,71004,60285,71113,64122,70610,68302,71010,0,69143,63845,71040,70668,70297,70245,65457,62151,70141
