year,Tm,Total,Home,Away,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
2008,Houston Texans,1075618,563364,512254,64001,0,69143,64061,70118,70023,70081,70112,62839,70552,66201,72077,70809,70245,70831,43687,70838
2008,Indianapolis Colts,1075412,531026,544386,66822,63585,65938,0,70118,66153,71010,69143,66508,64043,66201,68428,72411,66402,66281,65648,66721
2008,Jacksonville Jaguars,1052873,521338,531535,69143,65167,65938,64061,65908,75674,0,64775,64238,52631,65258,65064,70809,61736,65457,65648,71366
2008,Kansas City Chiefs,1142228,592622,549606,68756,74480,62434,74623,72319,0,74200,78037,74045,67510,74159,73584,61379,75187,73842,73689,63984
2008,Miami Dolphins,1067965,523919,544046,65859,63445,68756,0,65063,70023,64972,65011,75499,64862,65113,67146,61046,52134,65893,73689,79454
2008,Minnesota Vikings,1023776,506136,517640,71004,63585,62628,69143,70015,62867,62235,0,62839,63845,65278,65064,63722,50444,64457,62889,63761
2008,New England Patriots,1100148,550048,550100,68756,78554,68756,0,67650,68704,68756,68756,66508,68756,68756,67146,68756,68077,62179,68756,71282
2008,New Orleans Saints,1125938,573876,552062,69881,88246,75713,70008,70015,70068,73687,83226,0,64826,74159,70668,64430,70011,61692,49309,69999
2008,New York Giants,1179158,632554,546604,79742,61377,79276,0,79529,73102,78676,64991,78826,69144,78849,64541,85912,79003,63776,78653,63761
2008,New York Jets,1170229,627858,542371,65859,78554,68922,78222,0,78161,61901,78037,71827,78073,68756,69143,78809,67782,78548,68181,79454
2008,Oakland Raiders,1024023,462800,561223,62762,74480,71297,61808,0,70068,61901,71254,61196,47888,65113,76067,61379,68097,62179,43687,64847
2008,Philadelphia Eagles,1111845,553152,558693,69144,63472,69144,62099,69144,67640,0,69144,68055,69144,64633,71379,69144,79003,69144,82412,69144
2008,Pittsburgh Steelers,1076998,503125,573873,64001,73048,69144,64038,65908,0,65860,64991,90512,64043,62051,59854,68756,60594,71502,69143,63553
2008,San Diego Chargers,1103392,545107,558285,67115,75915,68922,61808,65063,68704,71602,83226,0,67510,62051,68428,67200,68097,73842,64778,69131
2008,San Francisco 49ers,1076358,540103,536255,67186,67951,67249,70008,67650,67640,78676,67504,0,64519,67573,63272,70988,67782,65893,54948,67519
2008,Seattle Seahawks,1075115,543965,531150,71194,67951,68012,0,79529,68302,64811,67504,68055,64862,67616,67771,63253,68077,56123,68181,63874
2008,St. Louis Rams,1050114,479843,570271,69144,61377,68012,61017,0,90376,62035,68756,61303,78073,67573,61994,61046,63720,56123,54948,64617
2008,Tampa Bay Buccaneers,1049053,516088,532965,69881,63611,62051,64122,75480,64211,64811,63254,74045,0,65278,49096,64430,74113,65045,64778,64847
2008,Tennessee Titans,1088061,553144,534917,69143,64540,69143,69143,71131,0,74200,69143,69143,62124,65258,69143,60112,69143,70831,69143,66721
2008,Washington Redskins,1246219,708835,537384,79742,88246,90060,63462,69144,90376,90487,54312,90512,0,90830,67771,85912,71438,63996,82412,67519
2007,Arizona Cardinals,1072427,516646,555781,68111,64542,71372,64844,61788,64403,85640,0,65267,64753,65403,64483,64791,68193,70007,64159,64671
2007,Atlanta Falcons,1075623,547167,528456,62815,61821,68175,69312,69143,69828,69994,0,66049,73340,69480,69845,62051,69553,65133,64159,64925
2007,Baltimore Ravens,1112200,569226,542974,66093,71246,71372,73024,67885,71175,70727,0,63457,71130,71055,63337,71382,70513,70287,68164,71353
2007,Buffalo Bills,1140970,568437,572533,71132,64307,68756,70600,71575,0,70727,76688,70745,70615,71338,64546,85831,71018,73196,71302,68594
2007,Carolina Panthers,1126754,587221,539533,65307,73665,68175,73707,70001,64403,0,74005,69143,73340,70805,72032,73191,66090,73421,73860,65609
2007,Chicago Bears,1041602,497267,544335,67837,62095,62099,60811,70904,62174,67806,62171,0,62715,68249,62148,62244,82213,63800,62272,62064
2007,Cincinnati Bengals,1083308,526320,556988,66093,72801,68110,66113,0,76846,65868,66188,70745,71130,65403,65489,58842,65143,68053,66023,70461
2007,Cleveland Browns,1110086,584006,526080,73089,72801,51075,73024,68756,73198,0,62777,72927,64781,71055,72730,64791,76822,73196,66023,73041
2007,Dallas Cowboys,1087748,508278,579470,63031,71615,62099,62866,71575,63984,63432,0,67688,78964,63706,63315,64167,62759,63777,73860,90910
2007,Denver Broncos,1139812,612893,526919,71132,76784,76463,57274,76879,0,77038,77160,60783,77368,76590,62148,61990,75895,70747,65477,76084
2007,Detroit Lions,1035791,490436,545355,61547,61771,67570,60811,88944,0,60442,62171,60783,64753,60675,63257,62996,62759,66505,59938,70869
2007,Green Bay Packers,1120775,566443,554332,70598,78701,70733,63779,70904,70761,0,77160,78988,70945,70805,63257,64167,70828,66008,62272,70869
2007,Houston Texans,1080028,564159,515869,70080,73665,70765,69312,70156,63715,70734,60439,49603,0,70780,72730,69143,70237,70747,57262,70660
2007,Indianapolis Colts,1009598,458437,551161,57361,69143,70765,57274,57202,0,67164,74005,57540,67726,57294,69845,57302,70513,62000,57262,57202
2007,Jacksonville Jaguars,1066830,522410,544420,65437,61821,76463,0,76917,63715,67164,65133,70009,69143,66732,64546,57302,66090,58793,66905,70660
2007,Kansas City Chiefs,1143671,614217,529454,70080,62095,78038,65175,76917,76846,62240,0,78988,77368,57294,76210,74874,75895,74976,59938,76737
2007,Miami Dolphins,1154961,577835,577126,90163,71615,77197,70621,70156,73198,71951,81176,0,70615,68934,57704,71109,71018,70287,68756,70461
2007,Minnesota Vikings,1065131,506046,559085,62815,61771,78038,63779,0,62174,63432,63019,63043,70945,62960,78591,62996,68050,63800,63634,76084
2007,New England Patriots,1109366,550048,559318,77900,68756,68756,66113,68756,63984,71951,68756,57540,0,71338,68756,71382,68756,68756,68756,79110
2007,New Orleans Saints,1093544,560036,533508,57361,65178,70002,0,70001,68296,69994,68244,70009,70003,70780,72032,70009,69553,70007,70011,62064
2007,New York Giants,1197501,629848,567653,63031,78701,90803,78862,78809,69828,78912,81176,0,78964,60675,78591,62244,68594,77899,71302,79110
2007,New York Jets,1175701,616855,558846,77900,71246,77197,70600,78809,77189,65868,76688,76663,0,77659,63315,71109,76822,68756,69143,76737
2007,Oakland Raiders,1033850,472876,560974,61547,76784,51075,70621,0,67523,62240,69143,49603,62715,62960,76210,61990,70828,62000,66905,61706
2007,Philadelphia Eagles,1127787,545357,582430,70598,67726,67570,78862,0,77189,67806,63019,67688,90218,68934,68756,68445,68594,63777,70011,68594
2007,Pittsburgh Steelers,1061307,496675,564632,73089,64307,64313,64844,64478,0,77038,66188,63457,64781,77659,57704,58842,68756,58793,65705,71353
2007,San Diego Chargers,1075885,524019,551866,67837,68756,70733,65175,76879,67523,0,60439,63043,67726,66732,63337,74874,69143,66505,65477,61706
2007,San Francisco 49ers,1097841,544226,553615,68111,65295,64313,67651,67885,0,78912,68244,66049,68331,68039,64483,73191,68050,68053,68193,73041
2007,Seattle Seahawks,1087363,545551,541812,68044,64542,68110,67651,64478,68296,68164,0,72927,68331,68249,65423,68445,68193,73421,68164,64925
2007,St. Louis Rams,1049682,514354,535328,65307,65295,65267,62866,61788,71175,68164,62777,0,70003,68039,65423,62051,65143,66008,65705,64671
2007,Tampa Bay Buccaneers,1059844,522530,537314,68044,65178,65267,73707,57202,65347,60442,65133,65267,0,69480,65596,70009,70237,65133,68193,65609
2007,Tennessee Titans,1098921,553144,545777,65437,69143,70002,0,69143,65347,70734,69143,69143,69143,76590,65489,69143,69143,74976,69143,57202
2007,Washington Redskins,1259463,704722,554741,90163,67726,90803,0,88944,70761,85640,68756,76663,90218,63706,65596,85831,82213,77899,63634,90910
2006,Arizona Cardinals,1041022,508829,532193,63407,67470,63278,68981,63445,63977,61595,70809,0,63926,63348,63483,65612,63603,63845,67751,66492
2006,Atlanta Falcons,1126210,563462,562748,73522,70828,70003,68981,0,70840,71151,65978,60987,70793,70790,70933,86436,65691,71102,68834,69341
2006,Baltimore Ravens,1125187,566547,558640,65087,70744,72474,70743,76355,70762,0,69152,70792,69143,70790,70946,65973,77232,70857,63224,70913
2006,Buffalo Bills,1081107,541169,539938,68756,72797,72067,71972,62206,60704,72180,0,72205,57306,70125,63608,63361,77131,71011,54765,70913
2006,Carolina Panthers,1147260,588537,558723,73522,63623,65423,73392,73520,70762,65964,73682,0,73573,73348,85450,69098,73702,73798,68834,69569
2006,Chicago Bears,1048363,497786,550577,70918,62181,63754,62225,62206,63977,0,62200,62206,78641,77632,68756,62221,66234,62260,60665,62287
2006,Cincinnati Bengals,1081250,527870,553380,77956,66072,64922,66035,0,65732,65964,65978,70792,65917,68001,72926,65973,65882,57292,75759,66049
2006,Cleveland Browns,1112241,578672,533569,72915,66072,72474,61426,73520,0,73024,72507,65558,70793,73296,72926,71927,55246,70857,69603,70097
2006,Dallas Cowboys,1089509,506308,583201,67164,63152,0,69143,69268,63186,63512,73682,90250,63926,63706,63183,78666,63722,71102,62839,63008
2006,Denver Broncos,1155737,610782,544955,65577,76786,68756,0,76355,76691,73024,76767,64661,62094,76723,79484,76146,67514,63845,75759,75555
2006,Detroit Lions,1021303,487116,534187,60535,62181,61095,65563,63906,60704,76953,0,60987,60707,63348,61562,68756,60861,70472,60665,63008
2006,Green Bay Packers,1104825,565749,539076,70918,70602,61095,69222,70804,0,73548,70809,72205,63924,70753,68256,70527,68539,70472,70864,62287
2006,Houston Texans,1086443,561469,524974,70180,56614,70069,70071,0,63186,70035,69143,78485,65918,70125,76596,46276,70760,68756,70132,70097
2006,Indianapolis Colts,1028634,457154,571480,78622,56614,57041,77190,57021,0,57274,76767,68756,57306,63706,57296,69143,67164,57292,70132,57310
2006,Jacksonville Jaguars,1104052,534866,569186,67164,67164,57041,89450,66604,0,70035,69249,66524,65918,67164,63608,73160,67164,69143,67164,77500
2006,Kansas City Chiefs,1167512,623275,544237,77956,76786,0,77609,63445,64727,77752,77645,66191,73132,78097,79484,71927,77232,66583,61446,77500
2006,Miami Dolphins,1119255,585973,533282,64927,72797,72733,70071,68756,77439,73548,0,62206,73132,73070,61562,73160,74033,71011,73500,57310
2006,Minnesota Vikings,1075545,509743,565802,90608,63623,63754,71972,63906,0,68118,63819,68088,63924,73070,63483,62221,60861,63677,70864,63557
2006,New England Patriots,1110770,550048,560722,68756,77595,68756,66035,68756,0,72180,63819,68756,68756,70753,68756,68756,74033,68756,67164,69143
2006,New Orleans Saints,1108045,550470,557575,72915,70602,70003,73392,68183,68269,0,69152,65561,61911,68001,70933,68241,63722,69052,78539,69569
2006,New York Giants,1196814,628910,567904,78622,69241,68161,0,78653,70840,63512,78647,78485,78641,67164,69143,78666,73702,78657,78539,86141
2006,New York Jets,1175356,618575,556781,69143,77595,72067,77190,66604,77439,76953,72507,0,68756,77632,76596,70527,77131,63677,73500,78039
2006,Oakland Raiders,1039706,467964,571742,62578,70744,0,61426,68368,76691,61595,62385,67816,62094,78097,66105,46276,65882,50164,61446,78039
2006,Philadelphia Eagles,1109173,553794,555379,70180,69241,68166,69222,69268,68269,65808,69249,0,69143,69232,57296,69098,84164,78657,62839,69341
2006,Pittsburgh Steelers,1052087,499461,552626,64927,67164,64922,0,67837,64727,71151,62385,64661,61911,73296,70946,59843,55246,73798,63224,66049
2006,San Diego Chargers,1084416,531031,553385,62578,64344,0,70743,67837,68137,77752,66598,65558,65917,76723,66105,63361,67514,66583,68174,66492
2006,San Francisco 49ers,1086093,545207,540886,63407,67791,68166,77609,68368,68137,0,62200,68088,60707,68367,65517,68241,68539,67650,67751,75555
2006,Seattle Seahawks,1083593,543820,539773,60535,67470,68161,62225,0,65592,68118,77645,67816,68175,68367,68256,76146,63603,67650,68174,65660
2006,St. Louis Rams,1046325,522610,523715,65577,67791,63278,65563,70804,65592,0,66598,66191,68175,73348,65517,65612,66234,50164,62324,63557
2006,Tampa Bay Buccaneers,1070781,524661,546120,65087,70828,65423,0,68183,65732,65808,78647,65561,73573,65699,63183,59843,65691,62260,69603,65660
2006,Tennessee Titans,1097073,553144,543929,69143,64344,72733,69143,57021,88550,0,69143,66524,69143,69232,69143,69143,70760,69143,54765,69143
2006,Washington Redskins,1236415,701049,535366,90608,63152,70069,89450,78653,88550,57274,0,90250,69143,65699,85450,86436,84164,69052,62324,86141
2005,Arizona Cardinals,920848,401035,519813,78387,45160,64843,103467,38809,0,39482,62068,43542,61091,65750,39198,60439,46654,70024,44723,57211
2005,Atlanta Falcons,1104620,565106,539514,70806,66030,72032,69552,71079,65562,70995,0,72187,71001,70794,62390,73661,70083,62170,65482,70796
2005,Baltimore Ravens,1097015,563076,533939,70501,69149,0,70479,61201,70196,62102,64178,70540,66107,70601,65680,69909,75651,70604,70246,69871
2005,Buffalo Bills,1090208,575248,514960,71781,64777,72032,58688,72160,72045,42779,68756,0,72093,65602,71440,72051,71810,71887,65485,76822
2005,Carolina Panthers,1061837,587700,474137,72920,73528,72288,73657,38809,61083,0,73502,65014,73529,62156,71440,73661,73467,32551,73436,70796
2005,Chicago Bears,1015156,496965,518191,90138,62019,62045,0,73079,62143,62102,61814,32637,62153,62156,65506,62177,61237,62170,69757,64023
2005,Cincinnati Bengals,1069357,526469,542888,73013,65763,62045,65714,66137,69149,66104,65940,70540,0,65995,65680,63044,65788,61749,65485,77211
2005,Cleveland Browns,1081072,578330,502742,73013,70400,57127,0,73079,70196,72923,70064,72594,63491,72773,63814,70941,65788,41862,73136,69871
2005,Dallas Cowboys,1081038,505258,575780,67679,65207,68247,62400,63199,62278,67046,62068,0,67739,62670,63273,78645,63432,90588,73436,63131
2005,Denver Broncos,1167388,608790,558598,72324,75310,76381,66045,75880,76571,78516,76530,0,62779,76255,63273,78261,75651,71887,76212,65513
2005,Detroit Lions,1016559,492580,523979,61877,62019,0,64994,61201,61083,72923,61814,63813,61091,62670,62390,61375,70019,61749,63747,63794
2005,Green Bay Packers,1099618,562419,537199,61877,70400,70518,73657,70580,0,64278,65940,70607,71001,70610,67665,62177,70019,70604,69757,69928
2005,Houston Texans,1094938,562397,532541,71781,70742,0,65714,70430,66196,70621,70064,64613,57209,70481,70010,69909,69149,70024,70025,67970
2005,Indianapolis Colts,1005498,457373,548125,70501,56460,57127,69149,68084,57307,70621,0,68756,57209,65995,57442,57228,67164,57389,67855,57211
2005,Jacksonville Jaguars,1037856,525519,512337,65204,56460,77422,66045,66137,63891,0,65251,64613,66107,69149,39198,70941,67164,64764,70025,65485
2005,Kansas City Chiefs,1180710,623325,557385,78014,62273,76381,78742,0,78083,68350,65750,79033,72093,70481,78025,78261,63432,78625,75956,77211
2005,Miami Dolphins,1107797,575256,532541,72324,77918,72288,0,72160,65168,68350,61643,72187,73405,72773,49097,72051,65026,72650,72001,68756
2005,Minnesota Vikings,1063788,511960,551828,63939,65763,63952,69552,0,62143,64278,73502,63813,78637,70610,63814,61375,64005,64136,70246,64023
2005,New England Patriots,1136903,550048,586855,68756,73528,64868,68756,71079,76571,0,68756,68756,73405,68756,78025,68756,71810,68756,77569,68756
2005,New Orleans Saints,970678,417270,553408,72920,68031,63952,58688,70580,65562,64586,61643,32637,0,68756,77152,34411,70083,32551,63747,65379
2005,New York Giants,1157637,628519,529118,78387,68031,65373,78453,0,62278,78516,78630,63820,78637,78626,67102,78645,67443,78625,90477,44594
2005,New York Jets,1202681,619958,582723,78014,77918,77422,70479,77852,72045,70995,0,77662,73529,76255,77152,68756,77561,72650,77569,76822
2005,Oakland Raiders,1013461,418450,595011,68756,62273,67735,62400,0,52666,42779,69149,79033,62779,90129,49097,66436,77561,41862,76212,44594
2005,Philadelphia Eagles,1109699,541393,568306,70806,67727,67735,78742,63199,0,67747,76530,90298,67739,78626,67665,67637,67443,65382,44723,67700
2005,Pittsburgh Steelers,1048739,507434,541305,62931,70742,64868,0,68537,63891,66104,64178,70607,63491,70601,57442,63044,61237,64136,73136,63794
2005,San Diego Chargers,1090332,529916,560416,67679,75310,65373,68756,68537,52666,67747,65750,77662,0,65602,84930,66436,65026,57389,75956,65513
2005,San Francisco 49ers,1113073,523426,589647,67918,67727,68247,103467,68084,0,90224,63358,63820,62153,63590,69149,60439,66690,64764,65473,67970
2005,Seattle Seahawks,1067926,532954,534972,65204,66030,64843,90215,65707,66196,67046,0,43542,67192,63590,67102,67637,66690,69149,67855,69928
2005,St. Louis Rams,1036861,523685,513176,67918,45160,65835,78453,65707,57307,64586,65251,0,67192,65750,70010,65701,64005,65382,65473,63131
2005,Tampa Bay Buccaneers,1044836,521741,523095,63939,64777,70518,64994,77852,65168,0,63358,65014,65421,70794,65506,34411,73467,68756,65482,65379
2005,Tennessee Titans,1059178,553192,505986,62931,69149,65835,69149,70430,69149,39482,69149,72594,0,69149,69149,57228,69149,69149,72001,65485
2005,Washington Redskins,1260275,716999,543276,90138,65207,0,90215,75880,78083,90224,78630,90298,65421,90129,84930,65701,46654,90588,90477,67700
2004,Arizona Cardinals,838557,300267,538290,65538,51557,70534,28109,62836,0,35695,65887,72612,42297,72796,35820,62262,35069,40070,65825,31650
2004,Atlanta Falcons,1133146,564769,568377,65584,70822,70534,73461,70434,70187,78260,75083,0,70810,78793,70521,65556,70616,70845,64900,66740
2004,Baltimore Ravens,1123288,558594,564694,73068,69859,65575,69827,90287,0,69809,67715,69781,77826,69924,68756,69695,69856,57240,64227,69843
2004,Buffalo Bills,1112531,574399,538132,72389,53610,0,72698,77976,72714,69809,65887,72574,68756,72393,66271,73084,72330,65378,63248,73414
2004,Carolina Panthers,1132109,586259,545850,73656,78136,0,73461,75072,67707,73096,66214,73518,63618,72796,73124,58878,73306,70845,65380,73302
2004,Chicago Bears,1037347,495706,541641,61535,70688,64163,61894,0,61945,65550,62054,78786,68932,61908,64026,62051,67572,62122,61924,62197
2004,Cincinnati Bengals,1099386,524248,575138,77230,65705,65575,62402,0,73263,65806,68932,65721,87786,65780,65677,69695,68756,65378,64606,67074
2004,Cleveland Browns,1141770,584840,556930,73068,63119,78521,73348,63609,73263,73394,0,69781,73703,72547,65677,73028,72330,72489,73169,70724
2004,Dallas Cowboys,1086004,510892,575112,64105,63119,90367,0,64018,64162,70679,63616,65721,64190,69924,64026,68093,64056,67723,63705,78500
2004,Denver Broncos,1140618,601031,539587,75939,69127,74533,65341,75072,62507,65806,75083,74292,0,64900,75936,65395,75027,77702,68809,75149
2004,Detroit Lions,1043481,499162,544319,61535,61465,62472,0,70434,62938,78841,63616,62657,66431,64156,63107,62262,70497,62337,61924,68809
2004,Green Bay Packers,1112569,564400,548169,73656,70688,57280,70623,70420,62938,70679,89295,0,70671,70769,70385,67723,70497,70437,64311,62197
2004,Houston Texans,1110049,565192,544857,70255,61465,77433,70741,70718,68932,0,70502,74292,56511,70769,70721,77875,70762,62122,66227,70724
2004,Indianapolis Colts,1016831,456791,560040,68756,68932,57280,73114,57230,0,56615,78312,57307,56511,61908,63107,57278,70762,57240,57330,75149
2004,Jacksonville Jaguars,1051556,555464,496092,72389,69127,68932,73114,52101,66413,56615,70502,0,66431,69703,64004,76877,67572,70437,66227,41112
2004,Kansas City Chiefs,1150728,623010,527718,75939,78136,77433,69827,0,66413,78260,78312,65495,64900,78431,77447,51292,68932,77702,77289,64920
2004,Miami Dolphins,1143869,580808,563061,69987,65705,72225,73157,68756,72714,72945,78216,72612,0,66644,66156,73084,75027,73629,73169,69843
2004,Minnesota Vikings,1045505,512969,532536,64105,67676,64163,0,70718,64900,64108,64012,57307,70671,64156,64004,62051,64110,62337,64311,76876
2004,New England Patriots,1108210,550048,558162,68756,51557,0,72698,68756,68756,68756,64737,66107,68756,78431,68756,73028,68756,73629,77975,68756
2004,New Orleans Saints,985096,513178,471918,64900,64900,65856,28109,64900,64900,45337,0,59662,64900,64900,70521,58878,64056,65075,64900,73302
2004,New York Giants,1160690,629874,530816,67532,78767,78521,70623,64018,0,78841,64012,78786,42297,78793,78830,87872,69856,78836,64606,78500
2004,New York Jets,1132803,623181,509622,77230,57310,0,73157,77976,78189,68756,78216,72574,77826,72547,35820,77875,63581,77894,77975,65877
2004,Oakland Raiders,957623,405936,551687,60147,53610,60874,70741,57230,62507,45337,66210,73518,0,46905,75936,51292,70616,44299,77289,41112
2004,Philadelphia Eagles,1102843,540870,561973,67532,67676,62472,61894,0,67707,73394,67715,64975,64190,67720,78830,67723,90089,67723,66129,67074
2004,Pittsburgh Steelers,1082241,507385,574856,60147,69859,72225,62402,63609,64162,0,64737,64975,73703,65780,63707,76877,63581,78836,64227,73414
2004,San Diego Chargers,1027704,485462,542242,70255,57310,74533,54006,52101,70187,73096,66210,59662,0,46905,77447,65395,65858,72489,57330,64920
2004,San Francisco 49ers,1024975,518271,506704,65584,64900,66709,66696,62836,78189,0,62054,64423,63618,65234,66156,65793,35069,65710,63248,68756
2004,Seattle Seahawks,1040347,533436,506911,64900,65089,66709,0,66940,68756,35695,66214,64423,66044,66644,66271,68093,64110,77894,65825,66740
2004,St. Louis Rams,1060941,527384,533557,65538,70822,65856,66696,66940,66040,72945,0,66107,66044,72393,70385,65793,73306,40070,66129,65877
2004,Tampa Bay Buccaneers,1046074,522720,523354,90098,65089,60874,65341,64900,66040,65550,0,65495,70810,65234,73124,65556,65858,65075,65380,31650
2004,Tennessee Titans,1051732,551210,500522,69987,68932,68932,54006,70420,68932,64108,68932,0,68932,69703,70721,57278,68932,44299,68809,68809
2004,Washington Redskins,1240229,702670,537559,90098,78767,90367,73348,90287,61945,0,89295,62657,87786,67720,63707,87872,90089,65710,63705,76876
2003,Arizona Cardinals,804401,288499,515902,60691,23127,58784,65758,63601,24193,0,40824,23531,59520,72908,42089,61550,66975,23217,64899,52734
2003,Atlanta Falcons,1106928,563676,543252,64104,70241,70871,72765,70427,66075,70837,0,70064,78813,68432,70891,70388,70079,57103,65572,70266
2003,Baltimore Ravens,1006929,556634,450295,63157,69473,52028,69459,0,24193,53553,69721,69486,66085,73333,69477,69549,69468,45398,72548,70001
2003,Buffalo Bills,1152118,584122,567996,73262,58613,73458,73305,72615,77740,73149,78689,0,63770,72677,73004,78481,72791,68809,73319,68436
2003,Carolina Panthers,1078988,582566,496422,72134,65621,0,72765,72496,57082,72851,68370,70052,73245,73263,63871,72977,70079,23217,72835,78130
2003,Chicago Bears,1031247,479585,551662,67554,64144,0,60257,61099,68390,65671,61428,61500,61492,61820,75540,61550,70458,61804,50127,78413
2003,Cincinnati Bengals,945592,479488,466104,63820,50135,64596,73428,72615,0,53553,52131,23531,50437,64923,52069,58797,69468,64666,66061,65362
2003,Cleveland Browns,1139440,585564,553876,73358,69473,67412,73428,64595,73318,73238,68436,0,78560,72908,73658,64680,73108,75358,72548,65362
2003,Dallas Cowboys,1071700,511224,560476,64104,78907,0,77863,63601,63648,61160,65602,64002,63770,68436,63871,64110,69773,70284,64118,68451
2003,Denver Broncos,1134086,607167,526919,63820,65445,76753,75719,78903,75974,64381,69721,76203,0,75217,75540,57201,76403,75358,57149,70299
2003,Detroit Lions,1045766,490442,555324,60691,70244,60865,75719,67365,0,61160,61428,61561,61492,65865,63946,62123,61544,77922,72835,61006
2003,Green Bay Packers,1067556,562819,504737,70505,70244,58784,60257,70365,70407,66201,0,64482,70291,65614,70250,62123,70458,64978,62298,70299
2003,Houston Texans,1061690,563748,497942,73010,68390,70487,70041,0,68809,70623,56132,70052,50437,72677,70719,70388,43363,65124,70758,70680
2003,Indianapolis Colts,993951,454138,539813,73358,56999,55770,70020,65647,57082,0,56132,73258,45037,56801,73004,57102,68809,57103,57149,70680
2003,Jacksonville Jaguars,980628,428072,552556,72134,58613,55770,70041,48954,66437,0,55918,69486,45037,68809,77614,60543,43363,68436,49207,70266
2003,Kansas City Chiefs,1163872,627840,536032,78048,78416,70487,69459,78903,70407,62391,78689,0,78560,64923,78889,57671,76403,77922,64291,78413
2003,Miami Dolphins,1158236,587787,570449,73010,77461,73458,0,78863,66437,73650,73014,73258,68809,73333,73578,64110,68436,73780,73319,73720
2003,Minnesota Vikings,1017297,513437,503860,70505,64144,60865,64111,70427,0,64381,64114,64482,64738,56653,63946,66134,63968,61804,64291,52734
2003,New England Patriots,1127515,547488,580027,73262,67624,68436,83632,68436,68436,73650,68436,76203,0,68436,70719,57102,68436,68436,77835,68436
