year,Tm,Total,Home,Away,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17
2003,New Orleans Saints,1072640,548894,523746,52250,68390,68809,70020,72496,68390,70837,68370,65524,0,68432,67802,76821,68442,68399,49207,68451
2003,New York Giants,1190530,628960,561570,78666,78907,84856,0,78863,68436,78883,64114,78132,78813,67867,65648,78481,78217,68399,64118,78130
2003,New York Jets,1169808,622255,547553,85420,77461,68436,77863,0,77740,70623,67853,78132,51909,56801,77614,77710,72791,77900,77835,73720
2003,Oakland Raiders,975793,440063,535730,68809,50135,76753,54078,61099,73318,62391,0,61561,51909,56653,78889,57201,53079,45398,62298,62222
2003,Philadelphia Eagles,1124063,544349,579714,67772,67624,0,73305,67792,63648,78883,67853,70064,70291,67867,67802,72977,69773,73780,67866,76766
2003,Pittsburgh Steelers,1052513,477584,574929,63157,78416,64596,63244,64595,75974,0,62665,66507,59520,67877,73658,58797,53079,77900,52527,70001
2003,San Diego Chargers,997271,492165,505106,78048,65445,52028,54078,48954,0,73238,73014,61500,64738,75217,52069,57671,61544,64978,52527,62222
2003,San Francisco 49ers,1050337,540644,509693,67554,65990,67412,64111,67365,66437,67809,40824,67812,0,67877,70250,69549,66975,64666,67866,67840
2003,Seattle Seahawks,1005938,512150,493788,52250,23127,65841,0,70365,66437,65671,52131,66507,80728,65865,69477,64680,63968,66152,64899,67840
2003,St. Louis Rams,1041463,528456,513007,78666,65990,65841,65758,0,66075,66201,62665,67812,66085,61820,42089,66134,73108,66152,66061,61006
2003,Tampa Bay Buccaneers,1087333,524352,562981,67772,65621,70871,0,65647,85490,67809,65602,65524,73245,65614,65648,60543,68442,65124,65572,68809
2003,Tennessee Titans,1087279,550472,536807,68809,56999,68809,63244,68436,68809,72851,55918,0,68809,68809,70891,77710,68809,68809,70758,68809
2003,Washington Redskins,1194366,643997,550369,85420,70241,84856,83632,67792,85490,73149,0,64002,80728,73263,73578,76821,78217,70284,50127,76766
2002,Arizona Cardinals,898877,327272,571605,85140,63104,28980,30014,72286,0,59702,67173,47819,29252,64990,58814,77809,28640,65939,44051,75164
2002,Atlanta Falcons,1099147,550974,548173,63127,68081,68129,0,68936,78728,68056,67883,68532,62779,70382,72533,63947,65648,69551,69307,73528
2002,Baltimore Ravens,1073464,554724,518740,70386,69304,0,69538,73688,56174,69173,69638,68532,69024,73013,69365,44878,69334,70108,69348,61961
2002,Buffalo Bills,1119646,547702,571944,72751,64047,75359,72780,73038,70120,73180,72710,73448,0,77951,78745,73287,68436,61838,64106,47850
2002,Carolina Panthers,1092895,572015,520880,70386,71951,63945,63329,72286,61773,68056,72892,0,72566,65527,72533,72718,66799,58586,72602,66946
2002,Chicago Bears,1029316,487255,542061,63226,68081,63216,72780,63226,0,60421,64122,54049,63105,66250,62375,64196,73609,62226,72602,55832
2002,Cincinnati Bengals,934265,422235,512030,53705,73358,68129,57234,56570,63900,0,52822,69827,69024,64060,60473,44878,66799,42092,43544,47850
2002,Cleveland Browns,1110061,586294,523767,72938,73358,68804,62864,73688,65627,73248,78502,73718,0,64060,68295,72718,46267,73098,69348,73528
2002,Dallas Cowboys,1047411,504717,542694,69604,62527,65537,66165,63447,61773,59702,63854,61789,0,57057,62204,63606,64097,78698,63209,84142
2002,Denver Broncos,1161974,604904,557070,75710,67685,75359,69538,75065,75941,78446,68436,0,76643,65495,75075,66357,78521,75947,62592,75164
2002,Detroit Lions,994267,489742,504525,72216,71951,61505,60023,0,64013,60421,72710,61789,63313,61720,62375,62109,28640,61942,69307,60233
2002,Green Bay Packers,1046418,508788,537630,63127,67958,61505,63329,63226,68436,63363,0,63284,63313,64153,65672,64196,64070,67947,64106,78733
2002,Houston Texans,1061722,559322,502400,69604,56098,69204,64867,0,70120,73248,53721,69827,68804,69711,70054,56820,58551,70108,70291,70694
2002,Indianapolis Colts,1004762,453357,551405,56595,56650,69204,0,56570,56174,62800,80169,56752,65660,57057,75075,56820,68804,73098,56579,56755
2002,Jacksonville Jaguars,975226,450216,525010,56595,77934,0,55670,65005,68804,69173,53721,78337,66665,69711,62204,55260,46267,42092,51033,56755
2002,Kansas City Chiefs,1166177,625503,540674,72938,77934,68436,78178,78149,58995,78446,78685,0,67881,77951,56250,77809,78601,75947,77899,62078
2002,Miami Dolphins,1144504,585523,558981,72216,56650,73426,78178,73369,75941,73180,0,63284,78920,73013,73138,73287,73609,73572,64285,68436
2002,Minnesota Vikings,1045728,512517,533211,63226,64047,63945,65212,0,64013,78516,64122,65667,64005,64153,68436,63947,64070,67851,64285,60233
2002,New England Patriots,1096069,547488,548581,68436,78726,68436,66463,73369,68436,0,68436,73448,63105,62552,68436,62109,68436,68809,68436,68436
2002,New Orleans Saints,1068183,542796,525387,65554,67958,63216,60023,67734,80768,67903,67883,0,72566,70382,68295,68226,69334,67851,43544,66946
2002,New York Giants,1123668,629211,494457,78748,65932,78551,30014,63447,78728,0,65791,78337,64005,78727,70054,78640,78635,78698,56579,78782
2002,New York Jets,1145070,628812,516258,72751,78726,73426,55670,78149,0,78516,78502,59772,78920,61720,78745,62257,78521,62226,68436,78733
2002,Oakland Raiders,1042142,485092,557050,53260,62260,0,58719,73038,66070,60974,78685,62660,76643,62552,58814,62257,67968,73572,62592,62078
2002,Philadelphia Eagles,1066147,523535,542612,68804,84982,65537,64867,65005,0,65523,65791,54049,65660,64990,67919,65552,59862,65615,63209,78782
2002,Pittsburgh Steelers,1023448,490274,533174,68436,62260,0,62864,67734,63900,62800,69638,73718,62779,68804,60473,55260,58551,58586,65684,61961
2002,San Diego Chargers,992665,494973,497692,53705,56098,28980,66463,75065,58995,60974,0,59772,66093,67161,73138,66357,67968,61838,77899,52159
2002,San Francisco 49ers,1058751,541593,517158,78748,67685,67541,0,67853,66420,67903,67173,62660,67881,67161,67919,67594,64097,67947,44051,66118
2002,Seattle Seahawks,984773,504621,480152,53260,63104,78551,65212,0,66420,65931,63854,64325,29252,65495,56250,67594,59862,69551,63953,52159
2002,St. Louis Rams,1073461,528498,544963,75710,65932,65652,66165,67853,66070,65931,0,47819,66093,66250,79823,65552,78601,65939,63953,66118
2002,Tampa Bay Buccaneers,1044920,525031,519889,65554,69304,65652,57234,68936,65627,65523,72892,65667,0,65527,65672,68226,65648,61942,65684,55832
2002,Tennessee Titans,1050989,550437,500552,68804,62527,68804,58719,68804,68804,0,52822,56752,68804,68804,69365,78640,68804,68809,51033,70694
2002,Washington Redskins,1182596,643950,538646,85140,84982,67541,0,68804,80768,63363,80169,64325,66665,78727,79823,63606,78635,65615,70291,84142
2001,Arizona Cardinals,811391,307315,504076,0,50913,28878,66360,66944,35916,63114,33430,36917,32322,49398,46601,40056,77913,48883,72025,61721
2001,Atlanta Falcons,917882,425717,492165,65989,47804,28878,46483,46727,70020,0,44229,69010,59849,72234,59318,68826,55603,43320,73559,66033
2001,Baltimore Ravens,1064731,554991,509740,69365,51121,75082,69494,59866,72818,69439,62906,68798,69353,53530,69382,0,69506,68987,65619,69465
2001,Buffalo Bills,1005954,504736,501218,71447,56135,72874,72654,0,58893,63698,63786,60292,60836,73063,67252,44549,45527,43320,78200,73428
2001,Carolina Panthers,1085651,579080,506571,64108,47804,73120,66944,72049,74480,72642,72597,66069,72665,72234,70020,44549,0,72438,72025,71907
2001,Chicago Bears,1059454,535552,523902,69365,66944,0,46483,66944,63408,66944,66944,66944,65612,64214,66944,59869,66944,78884,76067,66944
2001,Cincinnati Bengals,988273,454938,533335,51521,51121,56048,62335,64217,63408,69343,0,57161,63865,72918,52135,44920,77745,68987,63751,68798
2001,Cleveland Browns,1089586,583094,506492,72318,73168,57875,73018,64217,72818,0,66944,73218,69353,72918,72818,60292,72818,59824,68798,59189
2001,Dallas Cowboys,1056213,505501,550712,61521,63430,66621,61535,63941,0,63114,78673,69010,63204,64104,85112,61821,63366,48883,64366,77512
2001,Denver Broncos,1115203,600283,514920,75735,50913,75082,75037,61837,67521,74750,62637,74951,74622,64104,73938,74524,77778,0,75582,56192
2001,Detroit Lions,1093748,601815,491933,59523,73168,0,77765,64048,76940,69343,67605,74268,32322,77730,66944,65514,72190,62809,76067,77512
2001,Green Bay Packers,1040215,478433,561782,59523,59771,73120,65510,59866,64165,0,59861,66944,59849,77730,66908,59869,68804,59824,59870,78601
2001,Indianapolis Colts,1006986,450746,556240,78606,56135,60292,0,56972,56022,74212,63786,57127,70020,56393,69382,73858,55603,56302,66084,56192
2001,Jacksonville Jaguars,987779,483542,504237,63785,65994,57875,54524,0,58893,69439,68798,57161,62644,53530,66908,44920,72818,64150,59396,66944
2001,Kansas City Chiefs,1120677,617488,503189,78844,77666,76573,75037,78413,35916,74212,58789,78234,0,77357,77087,60784,77778,76131,59396,58460
2001,Miami Dolphins,1119236,587756,531480,68798,73404,66046,72713,78823,0,59108,72597,57127,74259,73063,73938,73858,68223,60292,73559,73428
2001,Minnesota Vikings,1045690,513344,532346,64108,66944,64105,70020,64048,64165,65558,0,65638,64283,64214,62661,64271,72190,64150,59870,69465
2001,New England Patriots,977717,482336,495381,51521,60292,60292,72713,60292,56022,74750,44229,60292,60292,60292,78712,60292,45527,60292,0,71907
2001,New Orleans Saints,1111335,560472,550863,71447,0,78451,70020,72049,70020,66189,70020,68083,70020,60292,70020,68826,70332,65526,70020,70020
2001,New York Giants,1156600,627985,528615,75735,77666,78451,78651,65992,78821,80316,78673,36917,64283,78756,0,61821,77913,78119,65885,78601
2001,New York Jets,1158872,627808,531064,78606,60292,78722,72654,78823,78766,72642,70020,78234,74259,0,78712,62884,77745,56302,78200,62011
2001,Oakland Raiders,1035571,472091,563480,78844,73404,54629,61535,56972,0,65342,62637,67231,61960,78756,46601,60784,67349,61934,75582,62011
2001,Philadelphia Eagles,1061162,527193,533969,66243,62826,66621,66360,0,78821,65342,33430,65638,63204,65666,77087,65438,84936,68124,65885,65541
2001,Pittsburgh Steelers,1055127,499191,555936,63785,0,72874,62335,78413,65588,63763,62906,73218,62644,68801,62661,62884,69506,62809,63751,59189
2001,San Diego Chargers,1005530,474844,530686,60629,63430,56048,73018,60292,67521,63698,58789,74951,61960,49398,55466,65438,67349,76131,51412,0
2001,San Francisco 49ers,1061811,539756,522055,65989,67536,78722,66944,46727,0,66944,67605,68083,72665,56393,67252,66218,68223,68124,64366,70020
2001,Seattle Seahawks,1034365,482818,551547,72318,62826,54629,54524,61837,0,59108,82352,67231,60836,77357,55466,74524,63366,78119,51412,58460
2001,St. Louis Rams,1081519,528829,552690,66243,67536,66046,77765,65992,78766,66189,0,66069,60292,66198,59318,66218,70332,72438,66084,66033
2001,Tampa Bay Buccaneers,1038298,524468,513830,61521,0,64105,65510,68798,65588,65558,59861,74268,65612,66198,52135,65514,66944,65526,65619,65541
2001,Tennessee Titans,1089472,550393,539079,68798,65994,0,69494,68798,76940,63763,68798,68798,63865,68801,72818,64271,68804,61934,68798,68798
2001,Washington Redskins,1137730,624374,513356,60629,59771,76573,78651,63941,74480,80316,82352,0,74622,65666,85112,40056,84936,78884,70020,61721
2000,Arizona Cardinals,893926,387475,506451,77434,66009,0,71801,66985,44296,38293,62981,35286,52244,64223,65356,42094,50289,53472,37452,65711
2000,Atlanta Falcons,964579,422814,541765,54626,75466,73025,58761,65424,50947,66019,56508,46178,70097,74309,67447,55175,44680,0,64900,41017
2000,Baltimore Ravens,1062373,551695,510678,55049,68843,73464,68481,73018,65194,83252,69200,69405,54759,68490,69416,68361,0,68805,37452,69184
2000,Buffalo Bills,1098587,560695,537892,72492,77722,77884,0,72617,73901,72351,64116,72861,60292,72420,78457,65546,73002,56671,47230,61025
2000,Carolina Panthers,1095192,583489,511703,80257,66879,73025,0,73310,72192,50015,73169,46178,66048,72981,64208,73295,73358,77481,72159,60637
2000,Chicago Bears,1080684,535552,545132,64104,65569,66944,66944,59869,66944,66944,65553,0,66944,72420,66944,77354,66944,66944,68306,71957
2000,Cincinnati Bengals,967434,469992,497442,0,64006,45653,68481,61535,63406,54328,61603,73118,54759,62170,60292,63925,50289,68498,50469,64902
2000,Cleveland Browns,1057139,581544,475595,72418,64006,73018,45702,73018,44296,75811,57659,73118,72718,72618,68498,68361,51262,72318,72318,0
2000,Dallas Cowboys,1075470,504360,571110,62872,66009,84431,64127,73310,0,78189,62981,63554,65636,62170,69416,63878,65621,63467,61311,68498
2000,Denver Broncos,1140030,604042,535988,65956,75466,62078,74596,75684,56079,75811,61603,0,78305,75951,75218,68661,64900,75218,78406,76098
2000,Detroit Lions,1140926,607076,533850,64900,74159,76928,66944,76438,77549,0,65557,56971,77813,74309,77897,77923,64214,59854,77513,71957
2000,Green Bay Packers,1049602,478747,570855,59870,77722,59869,71801,59869,77549,59870,0,73740,59854,65621,59869,73295,66944,59854,64183,59692
2000,Indianapolis Colts,1008013,454319,553694,78357,56769,0,56816,72617,60292,63593,56828,56971,66944,56657,59869,56935,78138,56671,73884,56672
2000,Jacksonville Jaguars,991957,482510,509447,72418,68843,45653,56816,64351,65194,68498,69061,63554,0,68063,50925,65454,51262,53472,50469,77924
2000,Kansas City Chiefs,1115272,631365,483907,78357,68203,77604,74596,82893,0,79025,79142,62141,62428,68002,78457,47228,60292,77481,78406,41017
2000,Miami Dolphins,1118883,589909,528974,72949,64112,73464,73344,61535,73901,0,78389,73740,77813,56896,74320,56935,73002,74307,73884,60292
2000,Minnesota Vikings,1029262,513322,515940,64104,64112,60292,0,76438,64162,66944,64116,65589,59854,64223,64208,63878,64214,66273,64183,56672
2000,New England Patriots,1030594,482336,548258,60292,77687,60292,73344,75684,60292,60292,56828,0,60292,72618,60292,77923,60292,66944,47230,60292
2000,New Orleans Saints,980803,504315,476488,64900,51300,59513,64900,0,66944,50015,56508,35286,64900,72981,64900,66064,64900,67892,64900,64900
2000,New York Giants,1135455,624085,511370,77434,65530,66944,78216,68341,50947,78189,0,78087,72718,78174,77897,42094,83485,78164,61311,77924
2000,New York Jets,1145146,623711,521435,59870,77687,77884,65619,0,78441,60292,78389,72861,78305,56657,74320,77354,78138,62632,77513,69184
2000,Oakland Raiders,998655,462515,536140,56373,56769,62078,45702,0,68344,79025,57490,66659,62428,75951,64900,55175,55811,62632,68681,60637
2000,Philadelphia Eagles,1039856,523531,516325,62872,65530,59869,64900,65424,65491,38293,65553,78087,65636,56702,65356,83284,65639,72318,0,64902
2000,Pittsburgh Steelers,987037,440426,546611,55049,0,73018,51769,64351,78441,54328,57659,69405,68498,56702,50925,63925,55811,78164,58183,50809
2000,San Diego Chargers,981863,433459,548404,56373,51300,77604,47233,66010,56079,72351,0,66659,59884,56896,75218,47228,57255,68805,72159,50809
2000,San Francisco 49ers,1057954,541964,515990,54626,66879,65945,64127,66985,68344,59870,73169,68109,64900,68002,67447,0,57255,67892,68306,76098
2000,Seattle Seahawks,1029085,508367,520718,72949,64869,59513,47233,82893,72192,63593,57490,62141,59884,68063,0,68661,44680,75218,68681,61025
2000,St. Louis Rams,1081368,528402,552966,65956,64869,65945,58761,66010,0,66019,79142,68109,66048,78174,66087,66064,73358,66273,65653,64900
2000,Tampa Bay Buccaneers,1080729,524775,555954,60292,65569,76928,65619,83532,64162,0,65557,65589,70097,65621,66944,65546,65621,74307,65653,59692
2000,Tennessee Titans,1091274,547524,543750,72492,68203,0,51769,68341,63406,68498,69200,83472,68498,68490,68498,65454,65639,68498,72318,68498
2000,Washington Redskins,1174332,647424,526908,80257,74159,84431,78216,83532,65491,83252,69061,83472,52244,0,66087,83284,83485,63467,58183,65711
,Arizona Cardinals,1005649,465340,540309,64113,73618,72100,64169,49015,55893,0,55830,77857,49600,72015,77809,46550,75851,64337,47074,59818
1999,Atlanta Falcons,957594,460922,496672,69555,63663,63253,50712,57289,51973,58141,52594,68466,0,65158,55507,62568,67465,66196,47074,57980
1999,Baltimore Ravens,995971,547127,448844,62100,68965,68803,50712,65486,0,68771,68673,72898,57391,43279,68428,67854,46715,67597,68036,50263
1999,Buffalo Bills,1103911,561269,542642,56238,68839,70872,74073,71038,71113,66301,68673,78721,72810,79285,72111,0,72527,64337,55014,61959
1999,Carolina Panthers,983337,489515,493822,58166,64261,61269,76831,0,68151,64322,52594,62569,65965,72818,55507,62285,59869,62373,39428,56929
1999,Chicago Bears,1044226,526989,517237,58381,66944,50458,66944,64107,66944,65283,77621,59867,66944,56055,77905,66944,0,66944,65941,66944
1999,Cincinnati Bengals,916042,404679,511363,65272,47660,61269,45481,73048,59669,55996,49138,66303,46017,43279,50907,53463,59972,0,68036,70532
1999,Cleveland Browns,1063703,580934,482769,73138,65904,68803,72368,73048,62047,65866,48817,72898,58213,72818,72008,53147,59972,72038,72618,0
1999,Dallas Cowboys,1036670,513295,523375,79237,63663,0,64169,66669,78204,64377,56860,64111,64634,72015,64328,58444,64086,64271,47835,63767
1999,Denver Broncos,1109037,577309,531728,75623,78683,65297,74181,55704,73352,60011,75021,61204,66314,70012,0,73855,71357,65987,73158,69278
1999,Detroit Lions,1094310,579314,514996,66238,76202,78384,0,61481,76516,64322,63135,73224,49600,59869,77905,77693,65536,66944,73158,64103
1999,Green Bay Packers,1026536,478900,547636,59872,76202,59868,0,59868,73352,68274,59869,59867,64634,59869,68304,66944,59869,64203,65723,59818
1999,Indianapolis Colts,1000238,453269,546969,56238,59640,56942,0,56810,78112,55996,56860,56689,78081,65521,56689,74096,56975,57012,72618,61959
1999,Jacksonville Jaguars,1054581,530085,524496,68678,64261,61502,57308,78216,62047,0,49138,68466,57391,69772,68428,68806,71357,72038,66641,70532
1999,Kansas City Chiefs,1125231,629545,495686,58381,78683,78384,58099,78636,0,68771,78473,56689,64927,78714,48632,73855,78932,78697,66332,79026
1999,Miami Dolphins,1139646,592161,547485,75623,73618,0,74073,56810,60006,73975,61556,74109,72810,74295,64328,74096,78246,73765,74230,78106
1999,Minnesota Vikings,1083723,513051,570672,69555,64080,59868,64106,64107,76516,64109,75021,64111,66944,0,64232,65741,78932,64203,78095,64103
1999,New England Patriots,1015541,461624,553917,78227,59640,59169,72368,78636,60006,60011,55830,0,59077,74295,72111,58444,56975,65475,55014,50263
1999,New Orleans Saints,945488,410147,535341,58166,67685,0,66944,57289,51875,77982,48817,47129,52198,69772,65864,62568,46838,67597,47835,56929
1999,New York Giants,1135506,614815,520691,65026,73170,59169,73274,49015,78204,77982,66481,0,78081,78641,77809,78200,72527,66065,78095,63767
1999,New York Jets,1149071,626258,522813,78227,68839,78161,74181,78216,78112,47326,0,77857,59077,79285,56689,78200,78246,64271,74230,78154
1999,Oakland Raiders,938846,398140,540706,59872,64080,50458,66400,55704,71113,47326,61556,0,43353,70012,48632,44716,66357,46395,63846,79026
1999,Philadelphia Eagles,1052846,519835,533011,64113,64285,70872,73274,66669,66944,73975,66481,62569,66591,65521,74741,46550,64086,65475,0,60700
1999,Pittsburgh Steelers,972207,416618,555589,73138,68965,57881,57308,71038,59669,58141,0,68657,58213,66619,50907,68806,46715,78697,39428,48025
1999,San Diego Chargers,981559,476999,504560,0,47660,56942,58099,61481,59432,68274,78473,61204,43353,56055,64232,53147,66318,73765,63846,69278
1999,San Francisco 49ers,1041004,544231,496773,68678,67685,72100,67447,65872,68151,64109,0,68657,52198,68193,68304,53463,67465,62373,68329,57980
1999,Seattle Seahawks,1042217,530520,511697,66238,66944,57881,66400,0,59432,66301,59869,66303,66314,78714,66314,44716,66318,65987,66332,78154
1999,St. Louis Rams,996035,520926,475109,62100,0,63253,45481,65872,51973,65866,66415,73224,65965,68193,65864,62285,46838,66065,65941,60700
1999,Tampa Bay Buccaneers,1000867,522691,478176,65026,64285,65297,64106,59868,0,65283,63135,47129,64927,65158,66314,65741,65536,46395,65723,66944
1999,Tennessee Titans,1017727,528890,488837,65272,65904,61502,67447,65486,51875,0,66415,74109,46017,66619,72008,67854,66357,66196,66641,48025
1999,Washington Redskins,1160975,619749,541226,79237,73170,78161,76831,0,55893,64377,77621,78721,66591,78641,74741,77693,75851,57012,68329,78106
1998,Arizona Cardinals,931131,419252,511879,63602,57678,36717,55832,52178,47860,70456,0,66087,43159,69923,66435,69613,46128,62176,51617,71670
1998,Atlanta Falcons,964230,457477,506753,65129,46456,0,62296,50724,71173,60774,71573,37996,59790,69828,60804,47971,61141,61678,67143,69754
1998,Baltimore Ravens,984079,549531,434548,68847,70063,67069,68154,0,68561,58620,59860,68915,69037,54388,52571,68898,31124,69074,40853,68045
1998,Buffalo Bills,1042465,560570,481895,64037,73097,65199,0,76615,52938,77635,64050,79011,75403,72020,49032,58304,54359,62002,79056,39707
1998,Carolina Panthers,969013,489622,479391,65129,51915,0,69723,50724,64181,63600,64050,62514,68572,67887,50716,71501,63332,46940,50047,58182
1998,Chicago Bears,888984,429607,459377,55614,59084,64328,57783,55562,47860,59201,40089,0,50263,63152,60804,51938,64247,59813,40853,58393
1998,Cincinnati Bengals,890688,444335,446353,55848,66354,56346,68154,0,59979,33288,40089,59974,67040,64232,52571,55432,54359,55179,52017,49826
1998,Dallas Cowboys,1074662,510438,564224,63602,75013,78039,63544,72284,64181,59201,0,67002,64316,69923,64142,64366,65065,77697,62722,63565
1998,Denver Broncos,1143483,597462,546021,74745,75013,56578,71880,73218,66258,0,75217,59974,74925,78100,75325,66532,74962,72336,74363,74057
1998,Detroit Lions,1088584,571416,517168,60102,66354,63107,74724,55562,0,77932,77885,66087,66785,63152,64265,78139,70717,68585,67143,68045
1998,Green Bay Packers,1008433,479292,529141,60102,60124,56346,69723,59849,0,77932,59860,59794,60507,76272,64471,59862,65497,59813,59888,58393
1998,Indianapolis Colts,951979,445930,506049,65587,60068,66321,48480,51988,52938,68486,0,58056,73400,55520,49032,68898,61141,55179,58703,58182
1998,Jacksonville Jaguars,1052428,561472,490956,55614,69821,67069,34656,0,74051,77635,75217,68915,67040,72974,59124,55432,70717,65657,64363,74143
1998,Kansas City Chiefs,1105109,589038,516071,78945,69821,73730,66675,66418,59749,0,79431,65104,66251,78100,59894,69613,74962,77697,66040,52679
1998,Miami Dolphins,1133314,581784,551530,65587,73097,73948,0,75257,74051,65418,73973,79011,73400,67887,58729,73216,61254,74369,74363,69754
1998,Minnesota Vikings,1002032,510741,491291,62538,56234,63107,57783,59849,0,64004,77885,64979,63779,64232,64471,64366,64247,69074,64363,41121
1998,New England Patriots,992674,475828,516846,74745,60068,59973,0,56172,59749,60062,73973,58056,59790,72020,58729,58304,58632,48946,59153,74302
1998,New Orleans Saints,922225,436473,485752,56943,51915,0,48480,56172,62811,60774,52695,62514,63779,46430,68429,73216,65065,61678,51617,39707
1998,New York Giants,1051142,576708,474434,76629,40545,78039,55672,64989,71173,70456,0,67976,64316,76272,65763,68212,46128,72336,66040,66596
1998,New York Jets,1068172,576620,491552,64419,70063,66321,0,75257,55938,60062,71573,65104,75403,55520,37084,71501,72200,74369,79056,74302
1998,Oakland Raiders,914541,386548,527993,78945,40545,56578,63544,52178,42467,0,40089,66246,69037,51527,75325,41409,61254,62002,60716,52679
1998,Philadelphia Eagles,997399,527990,469409,66418,46456,36717,66675,73218,66183,56967,0,67002,66785,67704,65763,59862,66155,62176,62722,66596
1998,Pittsburgh Steelers,1005545,464619,540926,68847,59084,73948,58413,0,59979,58620,79431,58222,60507,41104,59124,78139,58632,65335,52017,74143
1998,San Diego Chargers,960990,476718,484272,64037,41089,73730,55672,51988,42467,56967,58512,0,74925,54388,59894,66532,65713,62690,60716,71670
1998,San Francisco 49ers,1064279,537385,526894,64419,76798,0,62296,76615,62811,68486,58563,59794,68572,69828,68429,68212,63332,68585,59153,68386
1998,Seattle Seahawks,1011897,500210,511687,66418,57678,63336,58413,66418,66258,0,58512,66246,66251,51527,64142,59048,72200,62690,58703,74057
1998,St. Louis Rams,881037,431143,449894,56943,56234,65199,55832,0,55938,65418,58563,37996,50263,46430,50716,47971,66155,48946,50047,68386
1998,Tampa Bay Buccaneers,1009175,518047,491128,62538,60124,64328,74724,64989,0,63600,52695,64979,65054,72974,64265,51938,65497,65335,66309,49826
1998,Tennessee Oilers,791806,299555,492251,55848,41089,59973,34656,0,68561,33288,40089,58222,65054,41104,37084,59048,31124,65657,59888,41121
1998,Washington Redskins,1020324,555099,465225,76629,76798,63336,71880,72284,66183,64004,0,67976,43159,67704,66435,41409,65713,46940,66309,63565